,Ptms,Actg1,Col6a3,Lrig1,Celf2,Ddr2,Flna,Cald1,Cnn2,Emilin3,Tes,Rgmb,Cdo1,Nrp2,Acta2,Tpm2,Foxp2,Sparcl1,Actg2,Tagln,Crispld2,Psd,Tnc,Myh11,Gfra1,Mylk,Hhip,Ckb,Cnn1,Dmpk,Aldh1a1,Pde5a,Anxa6,Col1a1,Igfbp4,Kctd12,Mfap4,Dlk1,Tmtc2,Ptn,Basp1,Ptprs,Col3a1,Meis2,Auts2,Lrig3,Meis1,Hist1h2ap,Hist1h1b,Hist1h1a,Hist1h2ae,Sh3bgrl,H1fx,Lsp1,Pcdh18,Emilin1,Col1a2,Col6a2,Foxf1,Foxf2,Pgm5,Nkx6-1,Osr1,Gpc3,Gucy1a1,Zfp703,Ltbp4,Cacng7,Bnc2,Col6a1,Fbln1,Iqgap2,Itm2a,Ptk7,Islr,Cd63,Vcan,Robo1,Slitrk6,Col5a1,Dab2,Cdh11,Hic1,Lrp1,H2afy2,Efemp1,Sema3a,Arap1,Tcf21,Dcn,Igf1,Ptch1,Igfbp7,Col6a5,Thbs4,Lox,Pkdcc,Nr2f2,Penk,Snai2
Col5a1,3943.8865,3916.2979,3788.307,3710.948,3816.1938,3871.5059,3653.0566,3665.5562,3831.2524,3859.4263,3271.806,3749.7598,3864.9243,3264.8782,3529.2573,3583.7944,3500.9307,3833.3596,3438.4907,3375.94,3817.942,3414.7085,3656.0242,3386.566,3325.373,3471.952,3970.031,3337.4033,3267.2585,3629.2834,3152.5615,4079.1309,3967.9731,4004.1082,4095.3674,3964.1765,4290.9473,3991.9526,4133.6953,4123.8735,4180.1704,4021.0532,4072.6416,4289.975,3982.704,3861.3086,3876.619,4048.7144,4105.4194,4040.1553,4049.4412,4145.497,3990.2065,3989.238,4146.4316,4218.908,4096.842,4207.823,4207.229,4131.4346,4004.5376,4240.254,4555.774,4216.1743,4318.9263,4504.852,4348.8755,4196.715,4378.165,4314.6963,4256.3945,4287.6084,4341.58,4156.716,4243.038,4253.3564,4396.4307,4274.0273,4466.7563,0.0,4492.4673,4269.1445,4621.381,4580.866,4377.6865,4616.246,4407.5977,4896.179,4691.495,4721.879,4645.6895,4566.421,4752.354,4983.44,4734.1265,4714.254,4768.6626,4805.823,5049.185,5114.6787
Dab2,3893.8647,3710.7913,3652.6118,3454.9922,3633.0247,3773.004,3696.587,3779.0469,3784.95,3968.3782,3385.085,3594.8074,3633.3538,3491.215,3621.3567,3662.273,3663.4531,3881.9766,3539.3833,3522.8489,3731.7942,3713.5098,3155.302,3591.7217,3322.468,3581.277,3589.4673,3585.6296,3470.014,3726.8096,3418.2222,4077.266,4042.0774,4025.7131,3812.5576,4263.0405,4286.8696,4041.9497,3956.0173,3901.5483,4280.9116,4049.9229,4073.0784,4591.0894,4161.1064,3847.0693,3881.261,3929.4363,4001.5168,4202.856,3943.905,4035.6511,3810.111,3924.7302,4139.6123,4070.4214,4052.752,4160.594,4311.253,3770.7698,4246.0913,4156.092,4029.984,4134.983,4281.8096,4222.664,4279.7534,3901.0935,4381.366,4373.445,4206.0933,4400.9595,4358.5728,4379.3164,4538.657,4481.0356,4219.5464,4260.647,4337.271,4492.4673,0.0,4248.319,4394.42,4477.866,4447.8877,4229.4175,4437.9014,5037.528,4814.903,4798.803,4718.891,4604.9077,4986.231,4714.692,4670.389,5166.2334,4759.465,4989.803,5116.4326,5140.5625
Cdh11,3858.47,4005.832,3701.4917,3722.0527,3673.6055,3852.1543,3765.967,3738.2883,3682.962,4030.7693,3413.4932,3660.2944,3650.0598,3552.735,3404.2224,3499.441,3605.5957,3696.5283,3340.6736,3301.9492,3568.3232,3530.809,3534.503,3248.0159,3286.2214,3351.8926,3849.98,3382.597,3386.0322,3349.2036,3593.2388,4166.6274,3965.2627,4014.2903,3968.511,3972.0293,4222.089,3928.2212,3993.2275,3977.767,4042.009,3975.8271,4081.3684,4322.141,3719.8103,4457.1816,3803.2195,4090.2498,4009.847,4272.3745,4112.1494,4162.0093,4042.5957,4032.4438,4183.4917,4090.2917,4140.5044,4098.862,4291.8086,4334.4717,4019.9182,3944.6895,4532.347,4128.28,4239.0044,4189.5283,4282.482,4318.878,4046.8242,4409.525,4291.6807,4234.6455,4229.0273,4393.107,4347.886,4341.3745,4488.603,4365.5054,4402.5293,4269.1445,4248.319,0.0,4300.031,4515.099,4310.799,4717.8267,4739.0527,4550.563,4620.3467,4753.3867,4798.269,4777.1333,4702.373,4953.22,4873.274,4810.34,4828.9517,4725.3965,5470.1367,5146.2544
Hic1,3971.7114,3895.057,3793.5361,3870.9807,3808.6765,3733.4922,3461.7493,3576.6816,3469.0435,3611.9446,3530.1567,3631.7122,3970.8843,3751.6782,3299.6687,3361.1848,3384.7876,3591.3574,3225.1375,3122.2004,3548.1958,3280.962,3060.4927,3113.2852,3211.4844,3230.9294,3115.9453,3093.748,3080.1953,2924.2744,3083.8413,3956.676,3983.5317,3996.2485,4171.5093,4302.1577,4238.2544,4099.567,4179.9824,3977.0454,4250.007,3958.9783,4087.5413,4222.6724,4110.9375,3935.6218,3913.2927,4075.6404,4068.6584,4134.6987,4370.1636,4224.6274,4189.038,4046.171,4224.0923,3983.9531,4192.436,4228.367,4121.5234,3983.1658,4014.1213,4497.0464,4872.0093,4274.115,4410.984,4142.675,4325.1475,4465.4937,4244.054,4190.6787,4233.0415,4629.8857,4441.1235,4418.5415,4508.1377,4274.5605,4610.9004,4514.406,4456.541,4621.381,4394.42,4300.031,0.0,4532.6675,4498.703,4358.93,4439.148,4575.348,4739.4004,4826.546,4833.454,4663.3335,5098.9077,5076.2935,4890.5815,4818.1104,4719.007,4750.0903,5441.508,5156.9863
Lrp1,3852.0867,3846.041,3720.107,3515.6943,3664.6384,3732.4585,3622.3862,3588.772,3549.8142,3966.4358,3173.0754,3537.5256,3582.9846,3303.9844,3331.9019,3396.9702,3421.9883,3724.3728,3221.7046,3136.4712,3376.4136,3396.789,3227.4482,3162.4033,3053.1306,3250.1052,3709.6484,3049.7595,3195.074,3180.632,3377.55,3900.646,3863.0942,4020.085,4063.4817,3965.0027,4211.894,3791.5955,3957.846,4006.6194,3954.3538,3975.5195,4088.4219,4275.543,3908.404,4305.4575,3940.1694,4012.5317,4169.0537,4103.9175,4229.4307,4139.8896,4107.4336,4068.4622,4075.9094,4177.9917,4160.432,4136.0996,4357.2695,4518.4688,4150.173,4334.0767,4292.613,4119.5728,4193.2065,4261.818,4254.2954,4669.3833,4416.133,4253.0283,4359.0083,4398.749,4261.92,4317.9907,4204.784,4333.412,4491.4136,4255.318,4440.0566,4580.866,4477.866,4515.099,4532.6675,0.0,4366.706,4729.5933,4616.734,4716.9844,4709.88,4796.325,4824.7104,4670.961,4796.1064,5131.307,4855.309,5002.109,4797.431,4760.497,5365.9473,5018.9404
H2afy2,3892.895,3939.5393,3587.7085,4137.7104,3674.5051,3886.1348,3638.1025,3607.6797,3584.896,3769.4324,3517.144,3446.3203,3292.6091,3235.924,3309.1978,3352.5293,3694.5815,3551.295,3184.2104,3136.033,3458.9292,3337.1838,3049.069,3074.9312,3511.7795,3232.0757,3636.4705,3217.7744,3188.9727,3476.758,3169.1494,4150.66,4044.7988,3978.3025,3916.4417,4150.041,4207.809,3791.5247,3962.6638,3965.4148,4046.2424,3887.4194,4026.8943,4319.6797,3875.533,4093.5872,3929.3447,4117.2407,4248.9307,4274.306,4435.3267,4304.6763,4256.8164,3993.4893,4025.7441,3986.2058,4064.9844,4174.4136,4258.3003,4056.4895,4213.5254,4189.3613,4236.2866,4213.1006,4105.952,4112.296,4490.963,4420.167,4185.739,4262.522,4189.743,4323.8813,4234.55,4246.333,4595.823,4433.2993,4428.112,4342.611,4544.281,4377.6865,4447.8877,4310.799,4498.703,4366.706,0.0,4624.2476,4499.1997,4667.433,4541.1143,4802.283,4517.727,5056.6255,4905.1323,4505.9604,4917.5273,5057.283,4850.8467,5083.1304,5766.3247,5193.473
Efemp1,4016.2585,3900.5361,3800.8164,3621.1565,3520.0347,3592.4592,3475.0354,3488.7134,3529.2253,3689.025,2872.1736,3517.7656,4054.0254,3364.0137,3187.4866,3249.8472,3237.5276,3317.815,3145.8586,3120.0933,2768.5334,2991.173,3063.6401,3040.656,3111.2031,3048.294,2910.8098,2705.8289,2810.8755,2689.1306,2916.3113,4057.3086,3976.561,4000.7234,4212.057,4455.3975,4217.174,3996.116,4072.2766,4236.605,4030.7952,4040.0908,4075.8953,4271.943,3864.512,4267.3467,3759.411,4190.4976,4267.955,4449.225,4685.066,3905.1536,4028.8865,4034.3022,4216.2285,4296.737,4178.086,4017.4307,4133.6743,4188.5767,4047.1147,3913.959,4180.0234,4180.5435,4331.893,4093.5142,4297.72,4522.944,4495.4106,4278.9653,4307.8486,4778.8755,4570.8447,4683.9385,4396.9414,4665.8374,4550.3525,4339.3726,4114.3076,4616.246,4229.4175,4717.8267,4358.93,4729.5933,4624.2476,0.0,5033.102,4777.846,5093.6123,4993.1016,4797.59,4923.0312,5095.686,5096.443,5213.171,4857.324,4838.9033,4706.1787,5669.52,4954.576
Sema3a,3914.7415,3782.8357,3653.9092,4145.674,3472.092,3656.4617,3880.612,3799.4797,3661.2214,4294.6245,3195.25,3837.495,3244.013,3773.9294,3442.3147,3524.1,3692.3596,3758.408,3305.9302,3281.1863,3213.1895,3382.449,3337.5688,3219.3237,3210.4006,3392.1577,3952.6475,3203.5234,3316.279,3416.5283,4205.295,4209.573,3949.0437,4013.9136,3860.7837,3612.588,4203.353,3574.3845,4007.0435,3636.0251,3984.4438,4125.532,4114.3853,4381.3647,3713.1125,4574.499,3955.5376,4196.8384,4157.7783,4234.543,4225.0923,4224.7915,3938.8608,4157.299,4134.475,3898.9988,4147.64,4280.3467,4554.9346,5022.163,4452.886,4363.578,4634.6904,4343.064,4217.2812,4281.1123,4482.279,3774.8804,4387.58,4343.964,4379.185,4625.599,4311.5293,4192.9927,4349.2993,4492.159,4491.086,4577.371,4409.463,4407.5977,4437.9014,4739.0527,4439.148,4616.734,4499.1997,5033.102,0.0,4830.6353,5173.413,4949.344,4543.7163,5421.075,5230.551,5275.432,5433.952,5209.243,5318.667,5235.5986,5870.408,5552.2573
Arap1,3893.968,3837.992,3662.938,3672.4587,3167.376,3731.903,3636.5776,3465.4978,3381.291,3737.4573,3300.6912,3592.873,3419.3843,2772.3813,3154.9045,3233.8628,3258.489,3507.3677,2946.7156,2908.3486,3096.0688,3292.444,2825.1436,2905.2449,2567.333,3061.2778,3581.9844,2615.1077,2905.5315,2826.5374,2735.0837,4000.1074,3906.5996,4051.6448,4084.3203,3907.3452,4540.4126,3828.2632,4334.426,4142.1616,4074.4514,4043.6,4134.118,4365.45,3712.637,4246.253,3923.6606,3973.1724,4223.664,4396.4756,4323.0874,4304.1626,4134.954,4164.3853,4613.3394,4202.0195,4223.329,4286.383,4267.6235,3747.5706,4038.428,3992.5764,4354.6367,4213.84,4292.813,4426.311,4359.7603,4324.422,4686.429,4494.8228,4560.7095,4262.497,4499.341,4397.7793,4366.8325,4255.3877,4391.0273,4289.5234,4669.459,4896.179,5037.528,4550.563,4575.348,4716.9844,4667.433,4777.846,4830.6353,0.0,5185.4097,5018.988,5334.4023,4986.6562,5142.1177,5201.1797,5167.1104,5543.4453,5051.722,5240.387,5964.6904,5818.8066
Tcf21,3968.1145,3812.469,3558.1675,3707.768,3642.2656,3639.0872,3573.3215,3625.3284,3549.1697,3656.726,3261.9639,3580.1135,3467.5398,3227.5896,3137.2026,3179.0862,3419.5732,3489.5068,2912.863,2846.0437,3317.3206,2831.183,2775.0125,2886.6826,2743.5088,2966.892,3363.0923,2607.599,2674.6873,2885.7708,2844.3977,4158.2456,4094.0293,4073.595,4018.711,4021.2468,4483.5737,3754.8394,3867.1997,3905.5713,4113.664,4164.9307,4167.5957,4443.1396,4014.7754,4011.7417,3969.1123,4248.7124,4350.7607,4345.69,4946.0474,4275.8057,4280.465,4147.4116,4482.6294,3916.905,4217.838,4464.0854,4313.496,4394.8926,4584.918,4435.6035,4852.722,4260.672,4489.9927,4195.0293,4583.715,4565.8677,4315.969,4437.2983,4390.8247,4367.381,4436.6313,4706.296,4673.7114,4614.0684,4494.0737,4713.4473,4399.9546,4691.495,4814.903,4620.3467,4739.4004,4709.88,4541.1143,5093.6123,5173.413,5185.4097,0.0,5155.1196,5167.537,5066.0,5310.366,5559.662,5439.8223,5524.791,5287.6025,5228.385,6115.3003,5911.6934
Dcn,3825.8333,3815.8582,3472.9924,3691.4363,3410.4817,3509.2812,3420.5774,3388.746,3388.0972,3678.5852,2909.8774,3239.1033,3403.6252,2791.2026,3048.5044,3120.8982,3329.294,3478.712,2883.366,2766.2822,2927.6611,2749.946,2551.2324,2732.7573,2304.7595,2882.2747,3479.527,2658.2197,2689.9253,2778.5798,2947.6116,4045.4116,3878.7979,4106.39,3982.7817,3966.6594,4261.439,3975.5508,3777.582,3917.838,3941.7979,3977.5818,4245.7563,4383.623,3836.39,4046.9846,3758.871,4139.3823,4120.8984,4364.5127,4550.257,4263.924,4053.1555,4046.579,4462.2065,3999.3352,4327.688,4326.9746,4292.2124,4211.076,4114.072,4201.1055,4479.8506,4366.577,4533.884,4347.267,4409.14,4313.047,4318.124,4502.728,4388.2266,4532.576,4617.9307,4495.1377,4450.02,4740.134,4604.242,4684.1865,4639.5034,4721.879,4798.803,4753.3867,4826.546,4796.325,4802.283,4993.1016,4949.344,5018.988,5155.1196,0.0,5180.3965,5243.58,5419.8164,5573.262,5474.65,5579.1914,5310.666,5298.0015,6378.2974,5929.8394
Igf1,3805.2083,3680.5972,3559.589,3214.453,3336.601,3642.3604,3430.6497,3416.2336,3580.751,3380.7056,2955.7878,3061.7307,3411.734,2539.7307,2896.074,2941.879,2974.9333,3208.5635,2686.564,2544.7522,3160.541,2692.5488,2636.0107,2615.473,1855.9987,2659.0808,2870.9163,2282.689,2398.752,2078.2056,2155.0247,4117.5664,3835.3025,4129.6816,3975.8127,4046.3757,4327.8164,3791.4304,4613.0635,3915.5715,4073.3154,3898.93,4199.47,4440.363,3950.4614,4012.8508,3351.6443,3929.1099,4022.9475,4139.9375,4275.502,4069.668,4092.9573,4148.7935,4304.3315,4187.4263,4327.2876,4566.002,4412.744,3672.5723,4378.991,3860.7383,4745.061,4234.7915,4075.5974,4337.3496,4148.504,4523.75,4196.7905,4712.8467,4641.0205,4445.33,4468.73,4538.74,4331.494,4724.038,4312.3477,4313.559,4918.664,4645.6895,4718.891,4798.269,4833.454,4824.7104,4517.727,4797.59,4543.7163,5334.4023,5167.537,5180.3965,0.0,5267.13,5243.181,5215.509,5379.459,5798.1196,5524.308,5766.9517,6793.1685,6124.866
Ptch1,3954.911,3802.592,3412.7478,4036.746,3430.2437,3720.4148,3618.2397,3547.0425,3577.964,4111.9595,3053.6226,3499.264,3308.5579,2899.2585,2997.5,3245.6335,3624.7456,3509.4565,2969.925,2835.8801,2897.8037,2927.4744,2646.6538,2833.0793,2473.5786,3006.6196,3943.244,2730.6252,2942.6953,3237.8955,3678.7913,4044.1404,3928.4731,4038.2812,3951.235,3780.579,4284.849,3400.8079,3696.4856,3567.8647,4005.1418,4048.3616,4167.6963,4698.354,3773.9114,4694.589,3933.8772,4108.199,4212.4067,4348.3467,4255.2266,4284.934,4081.009,4148.457,4348.6797,4254.032,4255.2515,4253.038,4681.8535,4683.5586,4113.789,4137.4146,4598.1626,4397.189,4296.4526,4161.0703,4567.49,4229.687,4486.4067,4587.2793,4330.9644,4493.466,4343.71,4458.567,4712.254,4623.33,4499.664,4837.9663,4853.398,4566.421,4604.9077,4777.1333,4663.3335,4670.961,5056.6255,4923.0312,5421.075,4986.6562,5066.0,5243.58,5267.13,0.0,5363.936,5223.3735,5584.056,5651.823,5447.088,5551.882,6847.5254,6263.3164
Igfbp7,3779.2478,4070.3813,3423.0183,3658.8252,3707.3533,3542.2812,3386.9675,3500.3052,3456.794,3621.3152,2760.9507,3285.9976,3250.0125,2874.1428,2961.646,3092.0383,3512.193,3399.1028,2849.488,2634.8142,3047.763,2488.443,2619.982,2613.603,2162.4998,2829.4797,3864.5603,2669.299,2547.183,2626.1511,2871.583,4141.516,3869.696,4109.3906,4095.9543,4154.844,4453.371,3912.7642,3810.208,3801.0876,4509.461,4133.3843,4231.433,4173.8623,3787.6294,4161.6543,3846.176,4257.414,4293.0664,4575.294,4435.843,4279.65,3893.8584,4176.7695,4405.3345,4230.3354,4376.8115,4314.5054,4474.3574,4292.4873,4253.024,4286.583,4529.6055,4611.5586,4486.125,4289.9062,4462.6655,4645.208,5054.36,4570.555,4673.1616,4899.127,4827.175,4547.2847,4411.86,4731.987,4574.0874,4929.1226,4853.0854,4752.354,4986.231,4702.373,5098.9077,4796.1064,4905.1323,5095.686,5230.551,5142.1177,5310.366,5419.8164,5243.181,5363.936,0.0,5562.293,5571.6333,5579.8486,5395.0425,5704.477,6800.5693,6219.919
Col6a5,4046.1692,3959.3018,3536.337,3805.0337,3740.078,3587.503,3516.174,3320.9001,3309.29,3656.361,2674.1787,3210.1846,3464.4407,2516.9685,2943.1602,3071.816,3177.3298,3526.6924,2753.6763,2551.6743,2531.4802,2349.0789,2337.3494,2630.8381,2308.5876,2555.4368,3261.148,2281.4067,2844.6768,2920.9744,3092.8047,4207.9995,3969.5547,4135.2104,4084.3782,3787.6953,4274.9775,3918.331,3842.8184,3863.2012,4144.2305,4169.457,4277.796,4469.8647,4349.106,4172.2227,3495.578,3967.3777,4158.0205,4301.2837,4910.17,4513.0503,4037.5051,4232.541,4656.988,4337.695,4367.156,4198.6274,4445.625,3683.9932,4118.7354,4650.344,4618.046,4455.633,4660.5874,4449.9043,4759.591,4198.4736,4655.7886,4477.1895,4848.8315,4401.5723,4754.5273,4813.852,4740.195,4942.725,4675.8506,4977.0493,5193.075,4983.44,4714.692,4953.22,5076.2935,5131.307,4505.9604,5096.443,5275.432,5201.1797,5559.662,5573.262,5215.509,5223.3735,5562.293,0.0,5764.9087,5827.6143,5702.95,5379.7437,6778.163,6381.1226
Thbs4,3773.4575,3683.9158,3541.9543,3781.4229,3527.3706,3602.9224,3485.5747,3449.385,3317.4932,3684.3743,2850.9263,3098.8547,3227.8325,2921.3845,2967.7874,3078.1462,3143.0112,3392.408,2836.9038,2683.397,3025.8657,2723.8943,2570.7788,2652.0654,2242.2856,2777.3071,3498.5068,2450.8274,2560.4807,2656.5269,3279.2568,4093.674,3886.6602,4098.1665,4133.2417,4048.5193,4586.604,3619.602,3919.2292,3610.551,4108.494,4050.3528,4234.704,4460.871,3900.8074,4335.8564,3806.7925,4232.795,4319.5864,4334.278,4526.619,4426.395,3985.7935,3863.7246,4456.405,3840.5327,4289.2725,4355.3096,4451.609,4330.2905,4087.4275,4373.467,4400.2783,4386.744,4496.646,4371.005,4521.4844,4471.384,4404.402,4469.9053,4586.465,4492.0186,4670.125,4575.311,4469.8994,4604.4204,4686.866,4992.2285,4652.107,4734.1265,4670.389,4873.274,4890.5815,4855.309,4917.5273,5213.171,5433.952,5167.1104,5439.8223,5474.65,5379.459,5584.056,5571.6333,5764.9087,0.0,6046.3496,5547.7124,5680.347,6784.0405,6128.7866
Lox,3757.7869,3806.9072,3466.3718,3456.8245,3359.365,3485.5708,3407.8015,3313.803,3257.733,3554.606,2669.9326,2934.245,2937.9287,2594.3438,2835.1707,2916.1555,3140.317,3076.32,2543.6294,2362.937,2841.6248,2430.9692,2446.4668,2410.6875,2049.4436,2598.5957,3011.785,2295.6482,2381.6973,2644.0137,2449.8064,3987.253,4057.309,4176.13,4162.3755,3790.9548,4684.912,3986.123,3922.268,3839.7695,4239.6875,3915.9426,4304.213,4422.887,3791.4207,4312.8364,3774.979,4047.0322,4278.3506,4261.251,4267.4565,4094.804,4024.412,4171.407,4440.1123,4178.265,4430.921,4460.297,4379.6626,3998.3523,4198.4395,4218.5645,4552.9863,4442.084,4356.243,4211.98,4480.7734,4572.145,4212.683,4545.7666,4520.1606,4478.144,4544.4277,4817.3467,4779.0435,4853.3726,4912.4883,4790.3984,4998.187,4714.254,5166.2334,4810.34,4818.1104,5002.109,5057.283,4857.324,5209.243,5543.4453,5524.791,5579.1914,5798.1196,5651.823,5579.8486,5827.6143,6046.3496,0.0,5848.962,5767.799,6943.985,6240.589
Pkdcc,3900.6382,3925.9604,3535.8433,3636.025,3476.9626,3553.0493,3535.8428,3409.631,3304.2957,3873.2212,3115.709,3333.2092,3060.5735,2796.6606,3000.8083,2957.384,3031.2917,3524.0996,2837.206,2656.8438,3326.9487,2448.091,2762.0288,2653.3342,2409.5261,2748.9597,3258.2107,2605.9165,2541.6992,3080.5776,2872.527,4222.6074,3914.5908,4092.0813,4038.7017,3758.572,4420.332,3495.8892,3568.8083,3921.8398,3955.787,3994.293,4208.8945,4712.458,3750.1743,4403.238,3745.2842,4234.8926,4264.078,4137.3228,4557.926,4398.4233,4057.9124,3990.7522,4528.9043,4433.787,4297.4526,4303.924,4480.4434,4145.2964,4295.2554,4366.494,4561.2173,4334.502,4227.8237,4264.6772,4437.9316,4325.418,4161.1113,4473.518,4236.6694,4481.662,4420.203,4619.183,4601.6914,4776.613,4725.5786,4783.7715,4678.4043,4768.6626,4759.465,4828.9517,4719.007,4797.431,4850.8467,4838.9033,5318.667,5051.722,5287.6025,5310.666,5524.308,5447.088,5395.0425,5702.95,5547.7124,5848.962,0.0,5940.537,6862.39,6423.694
Nr2f2,3694.1785,3809.4502,3437.9783,3467.4668,3441.2822,3628.1597,3468.2258,3262.6514,3467.2761,3721.594,2889.662,3234.5305,2884.123,2427.843,2877.5457,3038.619,3487.1045,3412.0645,2685.3137,2677.8086,2767.1604,2627.7217,2259.585,2625.0603,2595.389,2649.4326,3120.6877,2413.6523,2506.995,2663.243,2485.2656,4393.938,3951.9263,4060.0085,4184.595,4034.2854,4439.4863,3661.9124,3713.0432,3735.0273,4118.7793,4198.944,4176.9087,4512.624,3929.0107,4288.758,3437.5122,4202.8223,4281.105,4370.3066,4258.4053,4411.285,3949.0405,4071.5508,4575.1436,4178.4663,4293.565,4230.701,4224.847,4369.3843,4166.022,4249.725,4440.4565,4342.9893,4424.171,4525.1367,4155.5156,4577.6157,4561.435,4454.9663,4752.5786,4372.3916,4610.428,4620.9536,4446.311,4578.072,4699.122,4955.0444,4715.706,4805.823,4989.803,4725.3965,4750.0903,4760.497,5083.1304,4706.1787,5235.5986,5240.387,5228.385,5298.0015,5766.9517,5551.882,5704.477,5379.7437,5680.347,5767.799,5940.537,0.0,7027.6016,6366.616
Penk,3715.8142,3761.8376,3016.2097,3617.6174,2737.4077,3382.921,3159.0972,2911.6675,2926.243,3538.534,2077.3542,2407.8796,2110.259,1627.5322,2011.4221,2196.8538,2797.5752,2687.4387,1666.4092,1539.3479,2204.5894,1593.2332,1491.1302,1549.419,1192.434,1751.7095,2788.8296,1183.612,1351.325,1509.9421,1963.6315,4168.7007,3848.1565,4241.2227,4037.8965,3472.5051,4429.609,3170.9963,3556.6958,3469.6826,4106.704,4056.011,4415.0513,4981.8804,3807.0542,4271.7866,3496.415,4303.7256,4360.154,4825.186,4894.1104,4568.8896,4108.898,4119.7095,4491.0625,3944.6917,4532.4893,4729.9146,4824.921,4710.5312,4178.76,4156.6533,5095.155,4659.252,4488.8076,4419.8203,4685.812,4784.4463,4515.2734,4914.6104,4759.273,4731.031,4982.644,5172.891,4468.4346,5076.5566,5229.3184,5209.472,5374.3696,5049.185,5116.4326,5470.1367,5441.508,5365.9473,5766.3247,5669.52,5870.408,5964.6904,6115.3003,6378.2974,6793.1685,6847.5254,6800.5693,6778.163,6784.0405,6943.985,6862.39,7027.6016,0.0,7825.1396
Snai2,3877.098,3910.4624,3184.6306,3542.2908,3150.3647,3609.1948,3267.7046,3158.8972,3270.7937,3576.8997,2843.9744,3270.7434,2793.5686,2481.199,2538.4338,2780.2876,2812.5264,3278.898,2376.0557,2197.2642,2323.7231,1980.4332,2160.8938,2037.5839,1846.2521,2312.653,3295.044,1880.026,2095.7563,2245.1655,2984.7937,4006.2202,3888.8533,4148.6396,4074.4626,3976.1768,4549.799,3380.4836,3851.8433,3625.6663,4218.236,3913.2698,4317.8184,4618.1562,3846.85,4535.026,3919.7983,4424.631,4313.8945,4308.6865,4633.4727,4520.0493,4231.534,4296.405,4764.352,4263.4985,4418.861,4338.233,4636.484,4422.412,3883.3591,3951.7866,4264.771,4509.273,4719.9116,4454.17,4556.813,4913.285,4683.1743,4611.398,4529.4688,4264.4663,4904.9316,4662.653,4646.396,4814.96,4616.4844,4879.308,5010.5156,5114.6787,5140.5625,5146.2544,5156.9863,5018.9404,5193.473,4954.576,5552.2573,5818.8066,5911.6934,5929.8394,6124.866,6263.3164,6219.919,6381.1226,6128.7866,6240.589,6423.694,6366.616,7825.1396,0.0
